sample,gpu_forward_ms,ia_vertices,ia_primitives,vs_invocations,ps_invocations,visible_instances,active_mesh_lods,logical_indices,list_r32_bytes,list_r16_bytes
275,22.4968,420994533,140331511,218801672,43024761,722037,136,420994533,1683978132,841989066
276,22.1529,420994533,140331511,218801672,43586896,722037,136,420994533,1683978132,841989066
277,22.1601,420994533,140331511,218801672,43076961,722037,136,420994533,1683978132,841989066
278,22.5706,420994533,140331511,218801672,43289802,722037,136,420994533,1683978132,841989066
279,22.1681,420994533,140331511,218801672,43076379,722037,136,420994533,1683978132,841989066
280,22.507,420994533,140331511,218801672,43218171,722037,136,420994533,1683978132,841989066
281,22.1732,420994533,140331511,218801672,43108077,722037,136,420994533,1683978132,841989066
282,22.3034,420994533,140331511,218801672,43555521,722037,136,420994533,1683978132,841989066
283,22.5131,420994533,140331511,218801672,43555292,722037,136,420994533,1683978132,841989066
284,22.2037,420994533,140331511,218801672,43064145,722037,136,420994533,1683978132,841989066
285,22.477,420994533,140331511,218801672,43048486,722037,136,420994533,1683978132,841989066
286,22.1686,420994533,140331511,218801672,43089254,722037,136,420994533,1683978132,841989066
287,22.1822,420994533,140331511,218801672,43087361,722037,136,420994533,1683978132,841989066
288,22.3481,420994533,140331511,218801672,43545922,722037,136,420994533,1683978132,841989066
289,22.2008,420994533,140331511,218801672,43580497,722037,136,420994533,1683978132,841989066
290,22.5001,420994533,140331511,218801672,43088657,722037,136,420994533,1683978132,841989066
291,22.1709,420994533,140331511,218801672,43110878,722037,136,420994533,1683978132,841989066
292,22.3991,420994533,140331511,218801672,43580039,722037,136,420994533,1683978132,841989066
293,22.3272,420994533,140331511,218801672,43082300,722037,136,420994533,1683978132,841989066
294,22.1524,420994533,140331511,218801672,43044934,722037,136,420994533,1683978132,841989066
295,22.4616,420994533,140331511,218801672,43057061,722037,136,420994533,1683978132,841989066
296,22.1977,420994533,140331511,218801672,43690482,722037,136,420994533,1683978132,841989066
297,22.1571,420994533,140331511,218801672,43015674,722037,136,420994533,1683978132,841989066
298,22.1605,420994533,140331511,218801672,43064177,722037,136,420994533,1683978132,841989066
299,22.2225,420994533,140331511,218801672,43231258,722037,136,420994533,1683978132,841989066
300,22.4692,420994533,140331511,218801672,43506621,722037,136,420994533,1683978132,841989066
301,22.1629,420994533,140331511,218801672,43037541,722037,136,420994533,1683978132,841989066
302,22.497,420994533,140331511,218801672,43580805,722037,136,420994533,1683978132,841989066
303,22.1424,420994533,140331511,218801672,43059096,722037,136,420994533,1683978132,841989066
304,22.1575,420994533,140331511,218801672,43073084,722037,136,420994533,1683978132,841989066
305,22.4807,420994533,140331511,218801672,43060699,722037,136,420994533,1683978132,841989066
306,22.1893,420994533,140331511,218801672,43545716,722037,136,420994533,1683978132,841989066
307,22.3698,420994533,140331511,218801672,43068062,722037,136,420994533,1683978132,841989066
308,22.3042,420994533,140331511,218801672,43096690,722037,136,420994533,1683978132,841989066
309,22.2726,420994533,140331511,218801672,43024424,722037,136,420994533,1683978132,841989066
310,22.4733,420994533,140331511,218801672,43095347,722037,136,420994533,1683978132,841989066
311,22.1719,420994533,140331511,218801672,43079093,722037,136,420994533,1683978132,841989066
312,22.4941,420994533,140331511,218801672,43168315,722037,136,420994533,1683978132,841989066
313,22.1741,420994533,140331511,218801672,43017871,722037,136,420994533,1683978132,841989066
314,22.2774,420994533,140331511,218801672,43055675,722037,136,420994533,1683978132,841989066
315,22.4987,420994533,140331511,218801672,43031469,722037,136,420994533,1683978132,841989066
316,22.1552,420994533,140331511,218801672,43576977,722037,136,420994533,1683978132,841989066
317,22.311,420994533,140331511,218801672,43153240,722037,136,420994533,1683978132,841989066
318,22.1696,420994533,140331511,218801672,43570962,722037,136,420994533,1683978132,841989066
319,22.2109,420994533,140331511,218801672,43102071,722037,136,420994533,1683978132,841989066
320,22.5192,420994533,140331511,218801672,43160129,722037,136,420994533,1683978132,841989066
321,22.2647,420994533,140331511,218801672,43045700,722037,136,420994533,1683978132,841989066
322,22.594,420994533,140331511,218801672,43555648,722037,136,420994533,1683978132,841989066
323,22.1524,420994533,140331511,218801672,43567971,722037,136,420994533,1683978132,841989066
324,22.2256,420994533,140331511,218801672,43203178,722037,136,420994533,1683978132,841989066
325,22.4368,420994533,140331511,218801672,43055789,722037,136,420994533,1683978132,841989066
326,22.1914,420994533,140331511,218801672,43080924,722037,136,420994533,1683978132,841989066
327,22.4628,420994533,140331511,218801672,43085554,722037,136,420994533,1683978132,841989066
328,22.1356,420994533,140331511,218801672,43044902,722037,136,420994533,1683978132,841989066
329,22.2753,420994533,140331511,218801672,43097264,722037,136,420994533,1683978132,841989066
