material_id,material,base_color,emissive,roughness,metallic,opacity,opacity_threshold,ior,specular,clearcoat,clearcoat_roughness,lod0_submesh_count,all_lod_submesh_count,lod0_triangles,meshes,base_color_binding,base_color_texture,base_color_channel,base_color_format,normal_binding,normal_texture,normal_channel,normal_format,roughness_binding,roughness_texture,roughness_channel,roughness_format,metallic_binding,metallic_texture,metallic_channel,metallic_format,opacity_binding,opacity_texture,opacity_channel,opacity_format,emissive_binding,emissive_texture,emissive_channel,emissive_format
108,MI_Terrain_X1_Y4,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X1_Y4_34,352,Terrain_BaseColor_1_4.jpg,RGB,BC1_UNORM,353,Terrain_Normal_1_4.jpg,RGB,BC5_UNORM,354,Metallic-Roughness.png,G,BC7_UNORM,355,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
109,MI_Terrain_X2_Y4,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X2_Y4_35,356,Terrain_BaseColor_2_4.jpg,RGB,BC1_UNORM,357,Terrain_Normal_2_4.jpg,RGB,BC5_UNORM,358,Metallic-Roughness.png,G,BC7_UNORM,359,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
110,MI_Terrain_X5_Y4,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X5_Y4_38,360,Terrain_BaseColor_5_4.jpg,RGB,BC1_UNORM,361,Terrain_Normal_5_4.jpg,RGB,BC5_UNORM,362,Metallic-Roughness.png,G,BC7_UNORM,363,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
111,MI_Terrain_X6_Y4,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X6_Y4_39,364,Terrain_BaseColor_6_4.jpg,RGB,BC1_UNORM,365,Terrain_Normal_6_4.jpg,RGB,BC5_UNORM,366,Metallic-Roughness.png,G,BC7_UNORM,367,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
112,MI_Terrain_X7_Y4,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X7_Y4_40,368,Terrain_BaseColor_7_4.jpg,RGB,BC1_UNORM,369,Terrain_Normal_7_4.jpg,RGB,BC5_UNORM,370,Metallic-Roughness.png,G,BC7_UNORM,371,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
113,MI_Terrain_X7_Y3,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X7_Y3_32,372,Terrain_BaseColor_7_3.jpg,RGB,BC1_UNORM,373,Terrain_Normal_7_3.jpg,RGB,BC5_UNORM,374,Metallic-Roughness.png,G,BC7_UNORM,375,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
114,MI_Terrain_X6_Y3,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X6_Y3_31,376,Terrain_BaseColor_6_3.jpg,RGB,BC1_UNORM,377,Terrain_Normal_6_3.jpg,RGB,BC5_UNORM,378,Metallic-Roughness.png,G,BC7_UNORM,379,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
115,MI_Terrain_X5_Y3,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X5_Y3_30,380,Terrain_BaseColor_5_3.jpg,RGB,BC1_UNORM,381,Terrain_Normal_5_3.jpg,RGB,BC5_UNORM,382,Metallic-Roughness.png,G,BC7_UNORM,383,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
116,MI_Terrain_X2_Y3,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X2_Y3_27,384,Terrain_BaseColor_2_3.jpg,RGB,BC1_UNORM,385,Terrain_Normal_2_3.jpg,RGB,BC5_UNORM,386,Metallic-Roughness.png,G,BC7_UNORM,387,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
117,MI_Terrain_X1_Y3,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X1_Y3_26,388,Terrain_BaseColor_1_3.jpg,RGB,BC1_UNORM,389,Terrain_Normal_1_3.jpg,RGB,BC5_UNORM,390,Metallic-Roughness.png,G,BC7_UNORM,391,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
118,MI_Terrain_X0_Y3,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X0_Y3_25,392,Terrain_BaseColor_0_3.jpg,RGB,BC1_UNORM,393,Terrain_Normal_0_3.jpg,RGB,BC5_UNORM,394,Metallic-Roughness.png,G,BC7_UNORM,395,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
119,MI_Terrain_X0_Y2,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X0_Y2_17,396,Terrain_BaseColor_0_2.jpg,RGB,BC1_UNORM,397,Terrain_Normal_0_2.jpg,RGB,BC5_UNORM,398,Metallic-Roughness.png,G,BC7_UNORM,399,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
120,MI_Terrain_X1_Y2,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X1_Y2_18,400,Terrain_BaseColor_1_2.jpg,RGB,BC1_UNORM,401,Terrain_Normal_1_2.jpg,RGB,BC5_UNORM,402,Metallic-Roughness.png,G,BC7_UNORM,403,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
121,MI_Terrain_X2_Y2,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X2_Y2_19,404,Terrain_BaseColor_2_2.jpg,RGB,BC1_UNORM,405,Terrain_Normal_2_2.jpg,RGB,BC5_UNORM,406,Metallic-Roughness.png,G,BC7_UNORM,407,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
122,MI_Terrain_X3_Y2,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X3_Y2_20,408,Terrain_BaseColor_3_2.jpg,RGB,BC1_UNORM,409,Terrain_Normal_3_2.jpg,RGB,BC5_UNORM,410,Metallic-Roughness.png,G,BC7_UNORM,411,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
123,MI_Terrain_X4_Y2,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X4_Y2_21,412,Terrain_BaseColor_4_2.jpg,RGB,BC1_UNORM,413,Terrain_Normal_4_2.jpg,RGB,BC5_UNORM,414,Metallic-Roughness.png,G,BC7_UNORM,415,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
124,MI_Terrain_X5_Y2,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X5_Y2_22,416,Terrain_BaseColor_5_2.jpg,RGB,BC1_UNORM,417,Terrain_Normal_5_2.jpg,RGB,BC5_UNORM,418,Metallic-Roughness.png,G,BC7_UNORM,419,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
125,MI_Terrain_X6_Y2,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X6_Y2_23,420,Terrain_BaseColor_6_2.jpg,RGB,BC1_UNORM,421,Terrain_Normal_6_2.jpg,RGB,BC5_UNORM,422,Metallic-Roughness.png,G,BC7_UNORM,423,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
126,MI_Terrain_X7_Y2,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X7_Y2_24,424,Terrain_BaseColor_7_2.jpg,RGB,BC1_UNORM,425,Terrain_Normal_7_2.jpg,RGB,BC5_UNORM,426,Metallic-Roughness.png,G,BC7_UNORM,427,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
127,MI_Terrain_X0_Y1,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X0_Y1_9,428,Terrain_BaseColor_0_1.jpg,RGB,BC1_UNORM,429,Terrain_Normal_0_1.jpg,RGB,BC5_UNORM,430,Metallic-Roughness.png,G,BC7_UNORM,431,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
128,MI_Terrain_X1_Y1,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X1_Y1_10,432,Terrain_BaseColor_1_1.jpg,RGB,BC1_UNORM,433,Terrain_Normal_1_1.jpg,RGB,BC5_UNORM,434,Metallic-Roughness.png,G,BC7_UNORM,435,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
129,MI_Terrain_X2_Y1,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X2_Y1_11,436,Terrain_BaseColor_2_1.jpg,RGB,BC1_UNORM,437,Terrain_Normal_2_1.jpg,RGB,BC5_UNORM,438,Metallic-Roughness.png,G,BC7_UNORM,439,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
130,MI_Terrain_X3_Y1,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X3_Y1_12,440,Terrain_BaseColor_3_1.jpg,RGB,BC1_UNORM,441,Terrain_Normal_3_1.jpg,RGB,BC5_UNORM,442,Metallic-Roughness.png,G,BC7_UNORM,443,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
131,MI_Terrain_X4_Y1,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X4_Y1_13,444,Terrain_BaseColor_4_1.jpg,RGB,BC1_UNORM,445,Terrain_Normal_4_1.jpg,RGB,BC5_UNORM,446,Metallic-Roughness.png,G,BC7_UNORM,447,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
132,MI_Terrain_X5_Y1,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X5_Y1_14,448,Terrain_BaseColor_5_1.jpg,RGB,BC1_UNORM,449,Terrain_Normal_5_1.jpg,RGB,BC5_UNORM,450,Metallic-Roughness.png,G,BC7_UNORM,451,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
133,MI_Terrain_X6_Y1,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X6_Y1_15,452,Terrain_BaseColor_6_1.jpg,RGB,BC1_UNORM,453,Terrain_Normal_6_1.jpg,RGB,BC5_UNORM,454,Metallic-Roughness.png,G,BC7_UNORM,455,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
134,MI_Terrain_X7_Y1,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X7_Y1_16,456,Terrain_BaseColor_7_1.jpg,RGB,BC1_UNORM,457,Terrain_Normal_7_1.jpg,RGB,BC5_UNORM,458,Metallic-Roughness.png,G,BC7_UNORM,459,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
135,MI_Terrain_X7_Y0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X7_Y0_8,460,Terrain_BaseColor_7_0.jpg,RGB,BC1_UNORM,461,Terrain_Normal_7_0.jpg,RGB,BC5_UNORM,462,Metallic-Roughness.png,G,BC7_UNORM,463,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
136,MI_Terrain_X6_Y0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X6_Y0_7,464,Terrain_BaseColor_6_0.jpg,RGB,BC1_UNORM,465,Terrain_Normal_6_0.jpg,RGB,BC5_UNORM,466,Metallic-Roughness.png,G,BC7_UNORM,467,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
137,MI_Terrain_X5_Y0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X5_Y0_6,468,Terrain_BaseColor_5_0.jpg,RGB,BC1_UNORM,469,Terrain_Normal_5_0.jpg,RGB,BC5_UNORM,470,Metallic-Roughness.png,G,BC7_UNORM,471,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
138,MI_Terrain_X4_Y0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X4_Y0_5,472,Terrain_BaseColor_4_0.jpg,RGB,BC1_UNORM,473,Terrain_Normal_4_0.jpg,RGB,BC5_UNORM,474,Metallic-Roughness.png,G,BC7_UNORM,475,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
139,MI_Terrain_X3_Y0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X3_Y0_4,476,Terrain_BaseColor_3_0.jpg,RGB,BC1_UNORM,477,Terrain_Normal_3_0.jpg,RGB,BC5_UNORM,478,Metallic-Roughness.png,G,BC7_UNORM,479,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
140,MI_Terrain_X2_Y0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X2_Y0_3,480,Terrain_BaseColor_2_0.jpg,RGB,BC1_UNORM,481,Terrain_Normal_2_0.jpg,RGB,BC5_UNORM,482,Metallic-Roughness.png,G,BC7_UNORM,483,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
141,MI_Terrain_X1_Y0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X1_Y0_2,484,Terrain_BaseColor_1_0.jpg,RGB,BC1_UNORM,485,Terrain_Normal_1_0.jpg,RGB,BC5_UNORM,486,Metallic-Roughness.png,G,BC7_UNORM,487,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
142,MI_Terrain_X0_Y0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X0_Y0_1,488,Terrain_BaseColor_0_0.jpg,RGB,BC1_UNORM,489,Terrain_Normal_0_0.jpg,RGB,BC5_UNORM,490,Metallic-Roughness.png,G,BC7_UNORM,491,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
143,MI_Terrain_X7_Y7,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X7_Y7_64,492,Terrain_BaseColor_7_7.jpg,RGB,BC1_UNORM,493,Terrain_Normal_7_7.jpg,RGB,BC5_UNORM,494,Metallic-Roughness.png,G,BC7_UNORM,495,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
144,MI_Terrain_X6_Y7,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X6_Y7_63,496,Terrain_BaseColor_6_7.jpg,RGB,BC1_UNORM,497,Terrain_Normal_6_7.jpg,RGB,BC5_UNORM,498,Metallic-Roughness.png,G,BC7_UNORM,499,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
145,MI_Terrain_X5_Y7,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X5_Y7_62,500,Terrain_BaseColor_5_7.jpg,RGB,BC1_UNORM,501,Terrain_Normal_5_7.jpg,RGB,BC5_UNORM,502,Metallic-Roughness.png,G,BC7_UNORM,503,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
146,MI_Terrain_X4_Y7,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X4_Y7_61,504,Terrain_BaseColor_4_7.jpg,RGB,BC1_UNORM,505,Terrain_Normal_4_7.jpg,RGB,BC5_UNORM,506,Metallic-Roughness.png,G,BC7_UNORM,507,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
147,MI_Terrain_X3_Y7,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X3_Y7_60,508,Terrain_BaseColor_3_7.jpg,RGB,BC1_UNORM,509,Terrain_Normal_3_7.jpg,RGB,BC5_UNORM,510,Metallic-Roughness.png,G,BC7_UNORM,511,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
148,MI_Terrain_X2_Y7,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X2_Y7_59,512,Terrain_BaseColor_2_7.jpg,RGB,BC1_UNORM,513,Terrain_Normal_2_7.jpg,RGB,BC5_UNORM,514,Metallic-Roughness.png,G,BC7_UNORM,515,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
149,MI_Terrain_X1_Y7,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X1_Y7_58,516,Terrain_BaseColor_1_7.jpg,RGB,BC1_UNORM,517,Terrain_Normal_1_7.jpg,RGB,BC5_UNORM,518,Metallic-Roughness.png,G,BC7_UNORM,519,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
150,MI_Terrain_X0_Y7,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X0_Y7_57,520,Terrain_BaseColor_0_7.jpg,RGB,BC1_UNORM,521,Terrain_Normal_0_7.jpg,RGB,BC5_UNORM,522,Metallic-Roughness.png,G,BC7_UNORM,523,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
151,MI_Terrain_X0_Y6,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X0_Y6_49,524,Terrain_BaseColor_0_6.jpg,RGB,BC1_UNORM,525,Terrain_Normal_0_6.jpg,RGB,BC5_UNORM,526,Metallic-Roughness.png,G,BC7_UNORM,527,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
152,MI_Terrain_X1_Y6,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X1_Y6_50,528,Terrain_BaseColor_1_6.jpg,RGB,BC1_UNORM,529,Terrain_Normal_1_6.jpg,RGB,BC5_UNORM,530,Metallic-Roughness.png,G,BC7_UNORM,531,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
153,MI_Terrain_X2_Y6,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X2_Y6_51,532,Terrain_BaseColor_2_6.jpg,RGB,BC1_UNORM,533,Terrain_Normal_2_6.jpg,RGB,BC5_UNORM,534,Metallic-Roughness.png,G,BC7_UNORM,535,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
154,MI_Terrain_X3_Y6,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X3_Y6_52,536,Terrain_BaseColor_3_6.jpg,RGB,BC1_UNORM,537,Terrain_Normal_3_6.jpg,RGB,BC5_UNORM,538,Metallic-Roughness.png,G,BC7_UNORM,539,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
155,MI_Terrain_X4_Y6,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X4_Y6_53,540,Terrain_BaseColor_4_6.jpg,RGB,BC1_UNORM,541,Terrain_Normal_4_6.jpg,RGB,BC5_UNORM,542,Metallic-Roughness.png,G,BC7_UNORM,543,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
156,MI_Terrain_X5_Y6,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X5_Y6_54,544,Terrain_BaseColor_5_6.jpg,RGB,BC1_UNORM,545,Terrain_Normal_5_6.jpg,RGB,BC5_UNORM,546,Metallic-Roughness.png,G,BC7_UNORM,547,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
157,MI_Terrain_X6_Y6,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X6_Y6_55,548,Terrain_BaseColor_6_6.jpg,RGB,BC1_UNORM,549,Terrain_Normal_6_6.jpg,RGB,BC5_UNORM,550,Metallic-Roughness.png,G,BC7_UNORM,551,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
158,MI_Terrain_X7_Y6,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X7_Y6_56,552,Terrain_BaseColor_7_6.jpg,RGB,BC1_UNORM,553,Terrain_Normal_7_6.jpg,RGB,BC5_UNORM,554,Metallic-Roughness.png,G,BC7_UNORM,555,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
159,MI_Terrain_X7_Y5,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X7_Y5_48,556,Terrain_BaseColor_7_5.jpg,RGB,BC1_UNORM,557,Terrain_Normal_7_5.jpg,RGB,BC5_UNORM,558,Metallic-Roughness.png,G,BC7_UNORM,559,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
160,MI_Terrain_X6_Y5,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X6_Y5_47,560,Terrain_BaseColor_6_5.jpg,RGB,BC1_UNORM,561,Terrain_Normal_6_5.jpg,RGB,BC5_UNORM,562,Metallic-Roughness.png,G,BC7_UNORM,563,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
161,MI_Terrain_X5_Y5,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X5_Y5_46,564,Terrain_BaseColor_5_5.jpg,RGB,BC1_UNORM,565,Terrain_Normal_5_5.jpg,RGB,BC5_UNORM,566,Metallic-Roughness.png,G,BC7_UNORM,567,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
162,MI_Terrain_X4_Y5,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X4_Y5_45,568,Terrain_BaseColor_4_5.jpg,RGB,BC1_UNORM,569,Terrain_Normal_4_5.jpg,RGB,BC5_UNORM,570,Metallic-Roughness.png,G,BC7_UNORM,571,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
163,MI_Terrain_X3_Y5,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,81608,E_X3_Y5_44,572,Terrain_BaseColor_3_5.jpg,RGB,BC1_UNORM,573,Terrain_Normal_3_5.jpg,RGB,BC5_UNORM,574,Metallic-Roughness.png,G,BC7_UNORM,575,Metallic-Roughness.png,B,BC7_UNORM,,,,,,,,
164,River,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.0,0.0,1.0,0.0,1.4500000476837158,1.3329999446868896,0.0,0.029999999329447746,2,8,25088,Creek | River,576,River_BaseColor.png,RGB,BC1_UNORM,,,,,,,,,,,,,,,,,,,,
165,MI_Pyramid_TableStand,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,2136,Pyramid_v1a,577,Pyramid_TableStand_BaseColor.png,RGB,BC1_UNORM,578,Pyramid_TableStand_Normal.png,RGB,BC5_UNORM,579,Pyramid_TableStand_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
